id,type,address,price,coords,contamination,distanceToDangerZone,distanceToMedianJobLocation,Zone,GreenConc,lt,lg
link_ad_84253702,Trilocale,"via pola 6, Isola, Milano",1000,"[45.4887521, 9.194399299999999]",0.18835024735017214,3.344723564862306,2.58830076096505,2.0,0.08483287837837838,45.4887521,9.194399299999999
link_ad_84253532,Bilocale,"via Paolo Pallia 5, Rogoredo, Milano",800,"[45.4363602, 9.2336507]",0.9818030388414627,0.8462165672970454,4.733133049512881,4.0,0.1018567536992841,45.4363602,9.2336507
link_ad_84253610,Bilocale,"corso Giuseppe Garibaldi 16, Lanza, Milano",1500,"[45.4728672, 9.1838619]",0.183417865759111,2.679493269073673,0.917043936091961,1.0,0.11462977145811785,45.4728672,9.1838619
link_ad_84253662,Bilocale,"via Paolo Pallia 5, Rogoredo, Milano",950,"[45.4363602, 9.2336507]",0.9818030388414627,0.8462165672970454,4.733133049512881,4.0,0.1018567536992841,45.4363602,9.2336507
link_ad_84253482,Bilocale,"via Piero della Francesca 51, Sempione, Milano",1150,"[45.4855776, 9.160965000000001]",0.20482336881104857,2.3287853779003864,3.146691842146376,8.0,0.14965863237774032,45.4855776,9.160965000000001
link_ad_84253742,Trilocale,"via Paolo Pallia 5, Rogoredo, Milano",1300,"[45.4363602, 9.2336507]",0.9818030388414627,0.8462165672970454,4.733133049512881,4.0,0.1018567536992841,45.4363602,9.2336507
link_ad_84253434,Bilocale,"via Andrea Maria Ampère 123, Casoretto, Milano",725,"[45.48856, 9.226289999999999]",0.054685689843609,1.8372098333276679,3.8202140060731153,3.0,0.1217181679550246,45.48856,9.226289999999999
link_ad_84253450,Bilocale,"via alessi 10, Corso Genova, Milano",900,"[45.4578577, 9.1761296]",0.21433380285452586,0.9274587093393543,1.372133283736918,1.0,0.11462977145811785,45.4578577,9.1761296
link_ad_84252226,Bilocale,"via Privata delle Primule 5, Lorenteggio, Milano",642,"[45.45130210000001, 9.1384127]",-0.08656416658777744,2.8799367836032257,4.309198335768696,6.0,0.11628345240700223,45.45130210000001,9.1384127
link_ad_84253400,Monolocale,"via capecelatro 45, San Siro, Milano",600,"[45.4711632, 9.1296082]",-0.06174706596357282,0.8904129397812115,4.725315366130467,7.0,0.16894003541799618,45.4711632,9.1296082
link_ad_84245184,Bilocale,"via via della Capinera 2, Inganni, Milano",800,"[45.4556034, 9.1203262]",-0.277409833171987,2.5201324259517794,5.526255914037401,6.0,0.11628345240700223,45.4556034,9.1203262
link_ad_84246714,Monolocale,"via Dino Villani 4, Dergano, Milano",900,"[45.4992281, 9.1888936]",0.2731004176894203,2.410649557786351,3.7276763560000177,9.0,0.17413316666666664,45.4992281,9.1888936
link_ad_84240606,Bilocale,"via Popoli Uniti 14, Rovereto, Milano",700,"[45.495782, 9.219579]",0.07786141855467577,1.6671018005630434,4.0752444877463985,2.0,0.08483287837837838,45.495782,9.219579
link_ad_84253226,Mansarda,"via Giovanni Rasori 2, Vercelli - Wagner, Milano",700,"[45.46769940000001, 9.1642311]",0.12024248228408396,2.194419268082384,1.9986507393591564,7.0,0.16894003541799618,45.46769940000001,9.1642311
